#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCL28	CCL16	1854117	1847399	9606.ENSP00000354416	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.437	0.941
MMP9	ITGB2	1855661	1848511	9606.ENSP00000361405	9606.ENSP00000303242	0	0	0	0	0.243	0	0.9	0.272	0.94
CCL4	CCL3	1843996	1843010	9606.ENSP00000250151	9606.ENSP00000225245	0	0	0	0.962	0.906	0.36	0	0.97	0.94
CXCL11	CXCL16	1848890	1847437	9606.ENSP00000306884	9606.ENSP00000293778	0	0	0	0	0	0	0.9	0.431	0.94
IL10	CD40	1860958	1855654	9606.ENSP00000412237	9606.ENSP00000361359	0	0	0	0	0.08	0	0	0.936	0.939
IL16	CD4	1848472	1842167	9606.ENSP00000302935	9606.ENSP00000011653	0	0	0	0	0	0.36	0.9	0.126	0.939
CXCL5	CXCL16	1847663	1847437	9606.ENSP00000296027	9606.ENSP00000293778	0	0	0	0	0.053	0	0.9	0.414	0.939
EGFR	HGF	1846445	1842916	9606.ENSP00000275493	9606.ENSP00000222390	0	0	0	0	0.047	0	0.8	0.707	0.939
PLAUR	MET	1852201	1849944	9606.ENSP00000339328	9606.ENSP00000317272	0	0	0	0	0	0	0.9	0.419	0.939
NOTCH1	EGFR	1846535	1846445	9606.ENSP00000277541	9606.ENSP00000275493	0	0	0	0	0.066	0.292	0	0.914	0.938
IL12B	CCL2	1843283	1843055	9606.ENSP00000231228	9606.ENSP00000225831	0	0	0	0	0	0	0.9	0.406	0.938
IL6R	OSM	1854808	1842507	9606.ENSP00000357470	9606.ENSP00000215781	0	0	0	0	0	0	0.8	0.707	0.938
CCL25	CXCL16	1857886	1847437	9606.ENSP00000375086	9606.ENSP00000293778	0	0	0	0	0	0	0.9	0.408	0.938
CCL20	CXCL16	1853751	1847437	9606.ENSP00000351671	9606.ENSP00000293778	0	0	0	0	0	0	0.9	0.409	0.938
VWF	TIMP1	1844904	1842705	9606.ENSP00000261405	9606.ENSP00000218388	0	0	0	0	0	0	0.9	0.408	0.938
IL8	CXCL6	1848852	1843085	9606.ENSP00000306512	9606.ENSP00000226317	0	0	0	0.842	0.323	0	0.9	0.7	0.937
COL18A1	MMP3	1853197	1848108	9606.ENSP00000347665	9606.ENSP00000299855	0	0	0	0	0.067	0	0.9	0.38	0.937
GDNF	SRC	1860755	1853652	9606.ENSP00000409007	9606.ENSP00000350941	0	0	0	0	0	0	0.9	0.387	0.936
CCL4	IL12B	1843996	1843283	9606.ENSP00000250151	9606.ENSP00000231228	0	0	0	0	0.054	0	0.9	0.381	0.936
CXCL9	IL12B	1854250	1843283	9606.ENSP00000354901	9606.ENSP00000231228	0	0	0	0	0.054	0	0.9	0.381	0.936
COL18A1	MMP7	1853197	1844765	9606.ENSP00000347665	9606.ENSP00000260227	0	0	0	0	0.067	0	0.9	0.375	0.936
CCL25	CXCL5	1857886	1847663	9606.ENSP00000375086	9606.ENSP00000296027	0	0	0	0	0	0	0.9	0.391	0.936
IL8	CCL2	1848852	1843055	9606.ENSP00000306512	9606.ENSP00000225831	0	0	0	0	0.164	0	0	0.927	0.936
IL8	CXCL5	1848852	1847663	9606.ENSP00000306512	9606.ENSP00000296027	0	0	0	0.865	0.306	0	0.9	0.838	0.935
IL8	CXCL16	1848852	1847437	9606.ENSP00000306512	9606.ENSP00000293778	0	0	0	0	0	0	0.9	0.379	0.935
TNFSF13B	LTBR	1856399	1843171	9606.ENSP00000365048	9606.ENSP00000228918	0	0	0	0	0.052	0	0.9	0.378	0.935
TNFSF13B	TNFSF11	1856399	1843537	9606.ENSP00000365048	9606.ENSP00000239849	0	0	0	0	0	0	0.9	0.369	0.934
NOTCH1	NOTCH3	1846535	1845350	9606.ENSP00000277541	9606.ENSP00000263388	0	0	0	0.921	0	0.325	0.9	0.891	0.934
CCL25	IL8	1857886	1848852	9606.ENSP00000375086	9606.ENSP00000306512	0	0	0	0	0	0	0.9	0.366	0.933
MMP9	MMP3	1855661	1848108	9606.ENSP00000361405	9606.ENSP00000299855	0	0	0	0.757	0.181	0	0.9	0.924	0.933
CCL5	IL6	1847396	1844631	9606.ENSP00000293272	9606.ENSP00000258743	0	0	0	0	0.054	0	0	0.931	0.933
F11	PROC	1858999	1843382	9606.ENSP00000384957	9606.ENSP00000234071	0	0	0.522	0.724	0.199	0	0.9	0.281	0.933
CCL19	CXCL16	1849114	1847437	9606.ENSP00000308815	9606.ENSP00000293778	0	0	0	0	0	0	0.9	0.365	0.933
CD46	C2	1849660	1848055	9606.ENSP00000313875	9606.ENSP00000299367	0	0	0	0	0	0	0.9	0.36	0.933
IL10	IL4R	1860958	1842312	9606.ENSP00000412237	9606.ENSP00000170630	0	0	0	0	0	0	0.8	0.68	0.933
MARCO	SCGB3A2	1850096	1847777	9606.ENSP00000318916	9606.ENSP00000296694	0	0	0	0	0	0.36	0.9	0	0.933
ITGAM	MMP2	1862188	1842719	9606.ENSP00000441691	9606.ENSP00000219070	0	0	0	0	0.044	0	0.9	0.35	0.932
IL8	CCL16	1848852	1847399	9606.ENSP00000306512	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.341	0.931
FIGF	VWF	1847913	1844904	9606.ENSP00000297904	9606.ENSP00000261405	0	0	0	0	0	0	0.9	0.344	0.931
HSPG2	VEGFA	1856167	1855611	9606.ENSP00000363827	9606.ENSP00000361125	0	0	0	0	0	0	0.8	0.673	0.931
CXCL1	IL12B	1858329	1843283	9606.ENSP00000379110	9606.ENSP00000231228	0	0	0	0	0.047	0	0.9	0.34	0.931
CXCL1	CCL25	1858329	1857886	9606.ENSP00000379110	9606.ENSP00000375086	0	0	0	0	0	0	0.9	0.343	0.931
HSPG2	MMP3	1856167	1848108	9606.ENSP00000363827	9606.ENSP00000299855	0	0	0	0	0	0	0.9	0.342	0.931
IL10	CCL2	1860958	1843055	9606.ENSP00000412237	9606.ENSP00000225831	0	0	0	0	0.05	0	0	0.93	0.931
MMP3	MMP2	1848108	1842719	9606.ENSP00000299855	9606.ENSP00000219070	0	0	0	0.78	0.181	0	0.9	0.889	0.931
IL8	ICAM1	1848852	1845628	9606.ENSP00000306512	9606.ENSP00000264832	0	0	0	0	0.133	0	0	0.922	0.93
TNFSF14	TNFSF13B	1864071	1856399	9606.ENSP00000469049	9606.ENSP00000365048	0	0	0	0	0	0	0.9	0.331	0.93
CSF1	KIT	1850929	1847112	9606.ENSP00000327513	9606.ENSP00000288135	0	0	0	0	0.049	0.111	0.8	0.63	0.929
IL10	IL7R	1860958	1848815	9606.ENSP00000412237	9606.ENSP00000306157	0	0	0	0	0	0	0.8	0.658	0.928
VEGFA	FIGF	1855611	1847913	9606.ENSP00000361125	9606.ENSP00000297904	0	0	0	0.64	0	0	0.9	0.788	0.928
MMP7	TIMP1	1844765	1842705	9606.ENSP00000260227	9606.ENSP00000218388	0	0	0	0	0	0.294	0	0.902	0.928
ITGB2	F11R	1848511	1847187	9606.ENSP00000303242	9606.ENSP00000289779	0	0	0	0	0	0	0.9	0.312	0.928
VWF	PROC	1844904	1843382	9606.ENSP00000261405	9606.ENSP00000234071	0	0	0	0	0	0	0.9	0.304	0.927
IL7	HGF	1845425	1842916	9606.ENSP00000263851	9606.ENSP00000222390	0	0	0	0	0	0	0.9	0.304	0.927
TNFSF11	LTBR	1843537	1843171	9606.ENSP00000239849	9606.ENSP00000228918	0	0	0	0	0	0	0.9	0.304	0.927
CCL25	CXCL6	1857886	1843085	9606.ENSP00000375086	9606.ENSP00000226317	0	0	0	0	0	0	0.9	0.304	0.927
F2R	PROC	1850333	1843382	9606.ENSP00000321326	9606.ENSP00000234071	0	0	0	0	0	0.116	0.9	0.245	0.927
ICAM1	CCL2	1845628	1843055	9606.ENSP00000264832	9606.ENSP00000225831	0	0	0	0	0.133	0	0	0.919	0.927
FIGF	TIMP1	1847913	1842705	9606.ENSP00000297904	9606.ENSP00000218388	0	0	0	0	0.042	0	0.9	0.29	0.926
SERPINA5	VWF	1851559	1844904	9606.ENSP00000333203	9606.ENSP00000261405	0	0	0	0	0	0	0.9	0.291	0.926
IL6	OSM	1844631	1842507	9606.ENSP00000258743	9606.ENSP00000215781	0	0	0	0	0.096	0.36	0	0.883	0.926
FAS	TNFRSF10A	1853242	1842814	9606.ENSP00000347979	9606.ENSP00000221132	0	0	0	0.633	0	0	0.9	0.742	0.926
TNFSF14	TNFRSF11A	1864071	1863918	9606.ENSP00000469049	9606.ENSP00000465500	0	0	0	0	0	0	0.9	0.282	0.925
PDCD1LG2	CD274	1858518	1857401	9606.ENSP00000380855	9606.ENSP00000370989	0	0	0	0.839	0.159	0	0.9	0.922	0.925
GDNF	CDH1	1860755	1844988	9606.ENSP00000409007	9606.ENSP00000261769	0	0	0	0	0	0	0.9	0.287	0.925
TNFSF14	LTA	1864071	1860412	9606.ENSP00000469049	9606.ENSP00000403495	0	0	0	0	0.045	0	0.9	0.281	0.925
CXCL16	CXCL6	1847437	1843085	9606.ENSP00000293778	9606.ENSP00000226317	0	0	0	0	0.053	0	0.9	0.281	0.925
CCL28	IL8	1854117	1848852	9606.ENSP00000354416	9606.ENSP00000306512	0	0	0	0	0	0	0.9	0.276	0.924
TNFRSF11A	TNFSF13B	1863918	1856399	9606.ENSP00000465500	9606.ENSP00000365048	0	0	0	0	0	0	0.9	0.277	0.924
TFF3	EGFR	1861847	1846445	9606.ENSP00000430690	9606.ENSP00000275493	0	0	0	0	0	0	0.9	0.272	0.924
VEGFA	NRP1	1855611	1845737	9606.ENSP00000361125	9606.ENSP00000265371	0	0	0	0	0.051	0.402	0	0.878	0.924
PDCD1LG2	CD4	1858518	1842167	9606.ENSP00000380855	9606.ENSP00000011653	0	0	0	0	0	0	0.9	0.278	0.924
ITGAM	PLAU	1862188	1855748	9606.ENSP00000441691	9606.ENSP00000361850	0	0	0	0	0	0	0.9	0.277	0.924
PGF	TEK	1862737	1857139	9606.ENSP00000451040	9606.ENSP00000369375	0	0	0	0	0	0.048	0.8	0.629	0.923
CD40	IL6	1855654	1844631	9606.ENSP00000361359	9606.ENSP00000258743	0	0	0	0	0.093	0	0	0.919	0.923
CXCL1	IL6	1858329	1844631	9606.ENSP00000379110	9606.ENSP00000258743	0	0	0	0	0.4	0	0	0.876	0.923
MBL2	C2	1856023	1848055	9606.ENSP00000363079	9606.ENSP00000299367	0	0	0	0	0.128	0	0.9	0.192	0.923
NGF	EGFR	1855044	1846445	9606.ENSP00000358525	9606.ENSP00000275493	0	0	0	0	0	0	0.8	0.629	0.922
VEGFA	GAS6	1855611	1851398	9606.ENSP00000361125	9606.ENSP00000331831	0	0	0	0	0	0	0.9	0.254	0.922
CXCL1	CXCL5	1858329	1847663	9606.ENSP00000379110	9606.ENSP00000296027	0	0	0	0.906	0.198	0	0.9	0.822	0.922
IL7R	IL6	1848815	1844631	9606.ENSP00000306157	9606.ENSP00000258743	0	0	0	0	0	0	0.8	0.629	0.922
IL10	IL6R	1860958	1854808	9606.ENSP00000412237	9606.ENSP00000357470	0	0	0	0	0	0	0.8	0.629	0.922
CCL20	CCL16	1853751	1847399	9606.ENSP00000351671	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.253	0.922
SRC	CCL11	1853652	1848388	9606.ENSP00000350941	9606.ENSP00000302234	0	0	0	0	0	0	0.9	0.244	0.921
IL10	IL18	1860958	1846668	9606.ENSP00000412237	9606.ENSP00000280357	0	0	0	0	0	0	0	0.92	0.921
SRC	FCGR2A	1853652	1846197	9606.ENSP00000350941	9606.ENSP00000271450	0	0	0	0	0	0	0.8	0.622	0.921
C2	FCN2	1848055	1847312	9606.ENSP00000299367	9606.ENSP00000291744	0	0	0	0	0.042	0.171	0.9	0.13	0.921
ITGAM	PLAT	1862188	1842802	9606.ENSP00000441691	9606.ENSP00000220809	0	0	0	0	0	0	0.9	0.238	0.92
LTA	TNFSF13B	1860412	1856399	9606.ENSP00000403495	9606.ENSP00000365048	0	0	0	0	0	0	0.9	0.242	0.92
FIGF	SERPINE1	1847913	1842959	9606.ENSP00000297904	9606.ENSP00000223095	0	0	0	0	0	0	0.9	0.24	0.92
VEGFA	IL8	1855611	1848852	9606.ENSP00000361125	9606.ENSP00000306512	0	0	0	0	0	0	0	0.919	0.919
LTA	TNFSF11	1860412	1843537	9606.ENSP00000403495	9606.ENSP00000239849	0	0	0	0	0	0	0.9	0.226	0.919
TNFRSF11A	LTA	1863918	1860412	9606.ENSP00000465500	9606.ENSP00000403495	0	0	0	0	0	0	0.9	0.231	0.919
CD274	CD4	1857401	1842167	9606.ENSP00000370989	9606.ENSP00000011653	0	0	0	0	0	0	0.9	0.23	0.919
IL10	CXCL10	1860958	1848754	9606.ENSP00000412237	9606.ENSP00000305651	0	0	0	0	0.053	0	0	0.917	0.918
CCL19	CXCL6	1849114	1843085	9606.ENSP00000308815	9606.ENSP00000226317	0	0	0	0	0	0	0.9	0.215	0.918
CXCL11	CCL16	1848890	1847399	9606.ENSP00000306884	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.22	0.918
CCL19	CCL5	1849114	1847396	9606.ENSP00000308815	9606.ENSP00000293272	0	0	0	0.831	0.129	0	0.9	0.629	0.918
PIK3C2B	KIT	1854538	1847112	9606.ENSP00000356155	9606.ENSP00000288135	0	0	0	0	0.055	0.11	0.9	0.149	0.918
CXCL9	CCL16	1854250	1847399	9606.ENSP00000354901	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.205	0.917
RARRES2	SERPINE1	1842971	1842959	9606.ENSP00000223271	9606.ENSP00000223095	0	0	0	0	0	0	0.9	0.211	0.917
CCL25	CCL28	1857886	1854117	9606.ENSP00000375086	9606.ENSP00000354416	0	0	0	0	0	0	0.9	0.205	0.917
IL10	CCL5	1860958	1847396	9606.ENSP00000412237	9606.ENSP00000293272	0	0	0	0	0	0	0	0.916	0.917
IL6R	SRC	1854808	1853652	9606.ENSP00000357470	9606.ENSP00000350941	0	0	0	0	0	0.36	0.8	0.408	0.917
IL12B	MPO	1843283	1843011	9606.ENSP00000231228	9606.ENSP00000225275	0	0	0	0	0	0	0.9	0.204	0.917
VCAM1	CCL2	1847502	1843055	9606.ENSP00000294728	9606.ENSP00000225831	0	0	0	0	0.107	0	0	0.911	0.917
HSPG2	CTSL1	1856167	1852924	9606.ENSP00000363827	9606.ENSP00000345344	0	0	0	0	0	0	0.9	0.211	0.917
MMP9	EPHB4	1855661	1853646	9606.ENSP00000361405	9606.ENSP00000350896	0	0	0	0	0	0	0.9	0.197	0.916
VEGFA	CCL2	1855611	1843055	9606.ENSP00000361125	9606.ENSP00000225831	0	0	0	0	0	0	0	0.916	0.916
CCL19	CCL16	1849114	1847399	9606.ENSP00000308815	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.197	0.916
COL18A1	CTSD	1853197	1843439	9606.ENSP00000347665	9606.ENSP00000236671	0	0	0	0	0	0	0.9	0.2	0.916
MMP9	IL8	1855661	1848852	9606.ENSP00000361405	9606.ENSP00000306512	0	0	0	0	0	0.36	0	0.873	0.915
SERPINA5	GP1BA	1851559	1851142	9606.ENSP00000333203	9606.ENSP00000329380	0	0	0	0	0.047	0	0.9	0.182	0.915
IL8	GPER	1848852	1847873	9606.ENSP00000306512	9606.ENSP00000297469	0	0	0	0	0	0	0.9	0.186	0.915
CDH5	CDH1	1852772	1844988	9606.ENSP00000344115	9606.ENSP00000261769	0	0	0	0.719	0	0	0.9	0.58	0.915
CXCL10	CXCL6	1848754	1843085	9606.ENSP00000305651	9606.ENSP00000226317	0	0	0	0.811	0.055	0	0.9	0.733	0.914
IL10	ICAM1	1860958	1845628	9606.ENSP00000412237	9606.ENSP00000264832	0	0	0	0	0	0	0	0.913	0.914
GAS6	VWF	1851398	1844904	9606.ENSP00000331831	9606.ENSP00000261405	0	0	0	0	0	0	0.9	0.184	0.914
SELP	VWF	1845393	1844904	9606.ENSP00000263686	9606.ENSP00000261405	0	0	0	0	0.162	0	0	0.901	0.914
MFAP5	NOTCH1	1853851	1846535	9606.ENSP00000352455	9606.ENSP00000277541	0	0	0	0	0.05	0	0.9	0.173	0.914
CXCL1	CCL16	1858329	1847399	9606.ENSP00000379110	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.173	0.913
CXCL5	CCL16	1847663	1847399	9606.ENSP00000296027	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.166	0.913
PLAU	ITGB2	1855748	1848511	9606.ENSP00000361850	9606.ENSP00000303242	0	0	0	0	0.054	0	0.9	0.16	0.913
EGFR	KITLG	1846445	1843134	9606.ENSP00000275493	9606.ENSP00000228280	0	0	0	0	0	0.147	0.8	0.53	0.912
TNFSF12	LTBR	1862762	1843171	9606.ENSP00000451451	9606.ENSP00000228918	0	0	0	0	0	0	0.9	0.162	0.912
KIT	HGF	1847112	1842916	9606.ENSP00000288135	9606.ENSP00000222390	0	0	0	0	0.055	0.111	0.8	0.541	0.912
TNFSF14	TNFSF11	1864071	1843537	9606.ENSP00000469049	9606.ENSP00000239849	0	0	0	0	0	0	0.9	0.164	0.912
LIFR	IL6	1845354	1844631	9606.ENSP00000263409	9606.ENSP00000258743	0	0	0	0	0	0	0.8	0.579	0.912
XCL1	F2R	1854666	1850333	9606.ENSP00000356792	9606.ENSP00000321326	0	0	0	0	0	0	0.9	0.162	0.912
LEP	AGRP	1849557	1847270	9606.ENSP00000312652	9606.ENSP00000290953	0	0	0	0	0	0	0	0.912	0.912
CXCL9	CXCL5	1854250	1847663	9606.ENSP00000354901	9606.ENSP00000296027	0	0	0	0.827	0	0	0.9	0.759	0.912
CXCL1	CXCL9	1858329	1854250	9606.ENSP00000379110	9606.ENSP00000354901	0	0	0	0.832	0.042	0	0.9	0.668	0.911
IL7	IL4R	1845425	1842312	9606.ENSP00000263851	9606.ENSP00000170630	0	0	0	0	0	0	0.8	0.576	0.911
ITGB2	MMP2	1848511	1842719	9606.ENSP00000303242	9606.ENSP00000219070	0	0	0	0	0.048	0	0.9	0.143	0.911
VEGFA	RARRES2	1855611	1842971	9606.ENSP00000361125	9606.ENSP00000223271	0	0	0	0	0	0	0.9	0.15	0.911
COL18A1	COL1A1	1853197	1843064	9606.ENSP00000347665	9606.ENSP00000225964	0	0	0	0.609	0.053	0	0.9	0.299	0.911
ITGB2	PLAT	1848511	1842802	9606.ENSP00000303242	9606.ENSP00000220809	0	0	0	0	0.054	0	0.9	0.139	0.911
ADAMTS13	THBS2	1855578	1854448	9606.ENSP00000360997	9606.ENSP00000355751	0	0	0	0.61	0.048	0	0.9	0.32	0.911
GAS6	TIMP1	1851398	1842705	9606.ENSP00000331831	9606.ENSP00000218388	0	0	0	0	0.068	0	0.9	0.127	0.911
MFAP5	EFEMP1	1853851	1853189	9606.ENSP00000352455	9606.ENSP00000347596	0	0	0	0	0	0	0.9	0.149	0.911
CCL25	CCL16	1857886	1847399	9606.ENSP00000375086	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.15	0.911
CXCL10	CCL16	1848754	1847399	9606.ENSP00000305651	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.154	0.911
EGFR	CD4	1846445	1842167	9606.ENSP00000275493	9606.ENSP00000011653	0	0	0	0	0	0	0.9	0.143	0.91
TNFSF14	TNFSF12	1864071	1862762	9606.ENSP00000469049	9606.ENSP00000451451	0	0	0	0	0	0	0.9	0.142	0.91
PRTN3	MPO	1843396	1843011	9606.ENSP00000234347	9606.ENSP00000225275	0	0	0	0	0.442	0	0	0.846	0.91
CCL16	CCL5	1847399	1847396	9606.ENSP00000293275	9606.ENSP00000293272	0	0	0	0.848	0	0	0.9	0.697	0.91
CXCL5	CXCL6	1847663	1843085	9606.ENSP00000296027	9606.ENSP00000226317	0	0	0	0.967	0.12	0	0.9	0.812	0.91
CCL28	CCL19	1854117	1849114	9606.ENSP00000354416	9606.ENSP00000308815	0	0	0	0	0	0	0.9	0.144	0.91
LEP	IL6	1849557	1844631	9606.ENSP00000312652	9606.ENSP00000258743	0	0	0	0	0	0	0	0.909	0.909
GAS6	HGF	1851398	1842916	9606.ENSP00000331831	9606.ENSP00000222390	0	0	0	0	0	0	0.9	0.134	0.909
DNER	NOTCH1	1852911	1846535	9606.ENSP00000345229	9606.ENSP00000277541	0	0	0	0.714	0	0	0.9	0.37	0.909
GAS6	SERPINE1	1851398	1842959	9606.ENSP00000331831	9606.ENSP00000223095	0	0	0	0	0	0	0.9	0.133	0.909
VEGFA	COL18A1	1855611	1853197	9606.ENSP00000361125	9606.ENSP00000347665	0	0	0	0	0	0	0	0.909	0.909
TGFBI	ITGB2	1861221	1848511	9606.ENSP00000416330	9606.ENSP00000303242	0	0	0	0	0.055	0	0.9	0.121	0.909
CCL16	CXCL6	1847399	1843085	9606.ENSP00000293275	9606.ENSP00000226317	0	0	0	0	0	0	0.9	0.126	0.908
MMP7	MMP2	1844765	1842719	9606.ENSP00000260227	9606.ENSP00000219070	0	0	0	0.896	0.042	0	0.9	0.83	0.908
TGFBI	HSPG2	1861221	1856167	9606.ENSP00000416330	9606.ENSP00000363827	0	0	0	0	0.046	0	0.9	0.122	0.908
FABP2	FABP4	1846353	1844407	9606.ENSP00000274024	9606.ENSP00000256104	0	0	0	0.837	0	0	0.9	0.529	0.908
CCL28	CCL20	1854117	1853751	9606.ENSP00000354416	9606.ENSP00000351671	0	0	0	0	0	0	0.9	0.124	0.908
CXCL9	CCL28	1854250	1854117	9606.ENSP00000354901	9606.ENSP00000354416	0	0	0	0	0	0	0.9	0.123	0.908
CXCL16	CCL16	1847437	1847399	9606.ENSP00000293778	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.12	0.908
NTF3	NGF	1860000	1855044	9606.ENSP00000397297	9606.ENSP00000358525	0	0	0	0.907	0	0	0.9	0.952	0.908
GP1BA	ITGB2	1851142	1848511	9606.ENSP00000329380	9606.ENSP00000303242	0	0	0	0	0.044	0	0.9	0.122	0.908
CST3	HSPG2	1856578	1856167	9606.ENSP00000366124	9606.ENSP00000363827	0	0	0	0	0	0	0.9	0.127	0.908
TF	CD4	1859071	1842167	9606.ENSP00000385834	9606.ENSP00000011653	0	0	0	0	0	0	0.9	0.123	0.908
GPER	CCL5	1847873	1847396	9606.ENSP00000297469	9606.ENSP00000293272	0	0	0	0	0	0	0.9	0.12	0.908
GP1BA	PROC	1851142	1843382	9606.ENSP00000329380	9606.ENSP00000234071	0	0	0	0	0	0.104	0.9	0.05	0.907
CXCL1	CCL28	1858329	1854117	9606.ENSP00000379110	9606.ENSP00000354416	0	0	0	0	0	0	0.9	0.111	0.907
MMP3	MMP7	1848108	1844765	9606.ENSP00000299855	9606.ENSP00000260227	0	0	0	0.938	0.051	0	0.9	0.827	0.906
THBS2	SPON2	1854448	1847264	9606.ENSP00000355751	9606.ENSP00000290902	0	0	0	0	0.07	0	0.9	0.074	0.906
FIGF	COL1A1	1847913	1843064	9606.ENSP00000297904	9606.ENSP00000225964	0	0	0	0	0	0	0.9	0.093	0.905
ITGAM	PROC	1862188	1843382	9606.ENSP00000441691	9606.ENSP00000234071	0	0	0	0	0.057	0	0.9	0.074	0.905
TNFSF12	LTA	1862762	1860412	9606.ENSP00000451451	9606.ENSP00000403495	0	0	0	0	0	0	0.9	0.096	0.905
MMP9	MMP2	1855661	1842719	9606.ENSP00000361405	9606.ENSP00000219070	0	0	0	0.94	0	0	0.9	0.972	0.905
GPER	CCL16	1847873	1847399	9606.ENSP00000297469	9606.ENSP00000293275	0	0	0	0	0	0	0.9	0.095	0.905
TNFRSF11A	LTBR	1863918	1843171	9606.ENSP00000465500	9606.ENSP00000228918	0	0	0	0.658	0	0	0.9	0.184	0.905
TEK	FIGF	1857139	1847913	9606.ENSP00000369375	9606.ENSP00000297904	0	0	0	0	0	0.065	0.8	0.532	0.905
RARRES2	TIMP1	1842971	1842705	9606.ENSP00000223271	9606.ENSP00000218388	0	0	0	0	0.053	0	0.9	0.078	0.905
GAS6	FIGF	1851398	1847913	9606.ENSP00000331831	9606.ENSP00000297904	0	0	0	0	0.049	0	0.9	0.09	0.905
ITGAM	SPON2	1862188	1847264	9606.ENSP00000441691	9606.ENSP00000290902	0	0	0	0	0	0	0.9	0.088	0.904
CDH1	PROC	1844988	1843382	9606.ENSP00000261769	9606.ENSP00000234071	0	0	0	0	0	0	0.9	0.084	0.904
CCL28	GPER	1854117	1847873	9606.ENSP00000354416	9606.ENSP00000297469	0	0	0	0	0.047	0	0.9	0.075	0.904
CTRC	PLAUR	1856410	1852201	9606.ENSP00000365116	9606.ENSP00000339328	0	0	0	0	0	0.07	0.9	0	0.903
CCL28	CXCL11	1854117	1848890	9606.ENSP00000354416	9606.ENSP00000306884	0	0	0	0	0	0	0.9	0.078	0.903
CXCL1	GPER	1858329	1847873	9606.ENSP00000379110	9606.ENSP00000297469	0	0	0	0	0	0	0.9	0.074	0.903
CXCL10	GPER	1848754	1847873	9606.ENSP00000305651	9606.ENSP00000297469	0	0	0	0	0	0	0.9	0.074	0.903
VWF	RARRES2	1844904	1842971	9606.ENSP00000261405	9606.ENSP00000223271	0	0	0	0	0	0	0.9	0.068	0.902
ITGAM	IL10	1862188	1860958	9606.ENSP00000441691	9606.ENSP00000412237	0	0	0	0	0	0	0	0.901	0.902
ITGAM	TGFBI	1862188	1861221	9606.ENSP00000441691	9606.ENSP00000416330	0	0	0	0	0	0	0.9	0.067	0.902
CCL28	CCL5	1854117	1847396	9606.ENSP00000354416	9606.ENSP00000293272	0	0	0	0	0	0	0.9	0.062	0.902
TNFRSF11A	TNFSF12	1863918	1862762	9606.ENSP00000465500	9606.ENSP00000451451	0	0	0	0	0	0	0.9	0.066	0.902
CCL19	GPER	1849114	1847873	9606.ENSP00000308815	9606.ENSP00000297469	0	0	0	0	0	0	0.9	0.061	0.902
LEP	LPL	1849557	1849220	9606.ENSP00000312652	9606.ENSP00000309757	0	0	0	0	0	0	0	0.901	0.902
TEK	HGF	1857139	1842916	9606.ENSP00000369375	9606.ENSP00000222390	0	0	0	0	0.055	0.111	0.8	0.481	0.901
CXCL9	GPER	1854250	1847873	9606.ENSP00000354901	9606.ENSP00000297469	0	0	0	0	0	0	0.9	0.052	0.901
ITGB2	PROC	1848511	1843382	9606.ENSP00000303242	9606.ENSP00000234071	0	0	0	0	0.057	0	0.9	0	0.901
PIK3C2B	KITLG	1854538	1843134	9606.ENSP00000356155	9606.ENSP00000228280	0	0	0	0	0	0	0.9	0.053	0.901
LILRB2	FCGR2A	1857946	1846197	9606.ENSP00000375629	9606.ENSP00000271450	0	0	0	0	0.436	0	0.8	0.194	0.901
AXIN1	PROC	1845118	1843382	9606.ENSP00000262320	9606.ENSP00000234071	0	0	0	0	0.053	0	0.9	0	0.901
MET	DCN	1849944	1842218	9606.ENSP00000317272	9606.ENSP00000052754	0.05	0	0	0	0	0.383	0.8	0.258	0.901
CTSZ	CNIH	1842640	1842593	9606.ENSP00000217131	9606.ENSP00000216416	0	0	0	0	0	0	0.9	0	0.9
CCL20	GPER	1853751	1847873	9606.ENSP00000351671	9606.ENSP00000297469	0	0	0	0	0	0	0.9	0.041	0.9
CXCL11	GPER	1848890	1847873	9606.ENSP00000306884	9606.ENSP00000297469	0	0	0	0	0	0	0.9	0	0.9
FIGF	RARRES2	1847913	1842971	9606.ENSP00000297904	9606.ENSP00000223271	0	0	0	0	0	0	0.9	0	0.9
RARRES2	HGF	1842971	1842916	9606.ENSP00000223271	9606.ENSP00000222390	0	0	0	0	0.045	0	0.9	0	0.9
GAS6	RARRES2	1851398	1842971	9606.ENSP00000331831	9606.ENSP00000223271	0	0	0	0	0	0	0.9	0.047	0.9
